rating,date,variation,verified_reviews,feedback,processed_reviews
5,21-Jul-18,Black  Spot, ,1,no_review
3,30-Jul-18,Configuration: Fire TV Stick,I feel that the voice feature is useless. Lots of channels to stream though.,2,feel voice feature useless lot channel stream though
5,30-Jul-18,Configuration: Fire TV Stick,"""Works great, speed is fast. Exactly what we needed""",1,work great speed fast exactly needed
5,30-Jul-18,Black,I love the Echo Dot. So easy. So fun. I get to drop in on my Grandaughter who lives about 2000 miles away. Sounds like she is right next to me.,1,love echo dot easy fun get drop grandaughter life mile away sound like right next
4,20-Jul-18,Black  Plus,"""I got it to try side by side with the Echo originale. They are essentially the same in dimension, weight and the woofer is the same save for the smaller tweeter point up instead of down and the built in hub. As many folks already pointed out, the hub is not a direct replacement for the Philips Hue, Z wave or anything else. It provides a sub set of features available from the stand alone hub and you ended up losing functionality that you took for granted on the dedicated hub. For me, the voice recognition and music play capability is the same, the original Echo may have an edge on the volume department due to larger speakers. The new Echo plus is priced lower than the original Echo with the built in hub but I don't really need the hub with less functionality. In addition, I don't think that Amazon will have software updates for this hub as other dedicated hub would have so bugs could end up never fixed. My Philips hub gets software update probably once every couple months and it keeps up with the changes in the new bulbs FW and they fixes bugs. Net net for me, this Echo does not do anything more than the original Echo and sound quality is not as good. With the  original Echo available as refurbished I would check that out first before considering this or the new Echo which is clearly inferior to both of these.""",1,got try side side echo originale essentially dimension weight woofer save smaller tweeter point instead built hub many folk already pointed hub not_a direct replacement philip hue z wave anything else provides sub set feature available stand alone hub ended losing functionality took granted dedicated hub voice recognition music play capability original echo may edge volume department due larger speaker new echo plus priced lower original echo built hub not_really need hub less functionality addition not_think amazon software update hub dedicated hub would bug could end never_fixed philip hub get software update probably every couple month keep change new bulb fw fix bug net net echo not_do anything original echo sound quality not_as good original echo available refurbished would check first considering new echo clearly inferior
5,30-Jul-18,White  Dot,"""Love it! I personally prefer Spotify music, so it’s great that I was able to set that as default. There’s not a day that goes by without music in our home. Also, the reason we got it is to keep our pup calm when we leave, so we tell Alexa to play some classical music or jazz and it works wonders. He’s a lot more calmer and doesn’t bark when we lock the door and start walking away. It’s a must have!""",1,love personally prefer spotify music great able set default not_a day go without music home also reason got keep pup calm leave tell alexa play classical music jazz work wonder lot calmer not_bark lock door start walking away must
5,30-Jul-18,Configuration: Fire TV Stick,I love the number of movies that are available using this device. Took me a little time to setup and learn how to work it. The only thing I miss is local channels.,1,love number movie available using device took little time setup learn work thing miss local channel
5,29-Jul-18,Sandstone Fabric ,"""Very impressed with look, clarity of sound and color.""",1,impressed look clarity sound color
5,30-Jul-18,Black  Dot,Echo Dot is a wonderful invention. We love it. Alexa is so smart.,1,echo dot wonderful invention love alexa smart
5,30-Jul-18,Charcoal Fabric ,"""I have had for only a week, so I am still learning all that Alexa can do.  It is a learning process.  I love the music I can call up any time.  I listen to podcasts and radio stations.  I have just started keeping shopping lists and grocery lists, which I love.  I don’t have to search for paper and pencil.  Getting time and temperature are great, do not have to wait for weather reports.  The sound is good.  I am not fussy about woofers, tweeters, base , etc.  the Echo is fine for me.  This afternoon I am going to try “dropping in”.on my son when he gets home.  Going to surprise him.""",1,week still learning alexa learning process love music call time listen podcasts radio station started keeping shopping list grocery list love not_have search paper pencil getting time temperature great not_have wait weather report sound good not_fussy woofer tweeter base etc echo fine afternoon going try dropping inon son get home going surprise
5,28-Jul-18,Black  Show, ,1,no_review
5,28-Jul-18,White  Show,Great sound and video!,1,great sound video
1,29-Jul-18,Black  Show,"""Great device, features are awesome, the interaction is fantastic. Home automation works perfect if you link up your accounts correctly. My only issue is out of (4) Echo Shows (2) of them have been sent off for repair because of the screen glitching!! These are less than 3 months old and already having issues!First repairs were sent off and they “updated the firmware” when I got the device back nothing worked, I had to update to the newest firmware for it to work again. Then (2) weeks later the glitch starts up again!I love the show but I’m getting really frustrated with the glitching.""",0,great device feature awesome interaction fantastic home automation work perfect link account correctly issue echo show sent repair screen glitching less month old already issuesfirst repair sent updated firmware got device back nothing_worked update newest firmware work week later glitch start againi love show getting really frustrated glitching
5,30-Jul-18,Configuration: Fire TV Stick,great price great product fire stick is the best i think works better then roku.,1,great price great product fire stick best think work better roku
5,14-Jun-18,White,"""I love this as a second &#34;Alexa&#34; in our bedroom.  Great for checking weather, for meditation music, and as a timer - Perfect for my husband who has to use eye drops multiple times each day and keep his eyes closed for 5 minutes.""",1,love second alexa bedroom great checking weather meditation music timer perfect husband use eye drop multiple time day keep eye closed minute
1,13-Jul-18,Black,I wanted to use these as a radio and intercom as we get terrible fm reception where i live.  The speech recognition software is horrible.  My wife and i both are native Americans whose language is English she is from the north i am from Texas  neither have an accent from our birth area and yet it does not do a good job understanding us.  We bought two they do the same thing.  Additionally wifi reception was poor to marginal. I had to buy Wifi range extender for office and the other is ten feet from our router.  Both had problems Switched them around no difference.  So it they are now disconnected dust collectors.,0,wanted use radio intercom get terrible fm reception live speech recognition software horrible wife native american whose language english north texas neither_have accent birth area yet not_do good job understanding u bought two thing additionally wifi reception poor marginal buy wifi range extender office ten foot router problem switched around no_difference disconnected dust collector
5,30-Jul-18,Charcoal Fabric ,"""So far it seems to be a very nice item. It picks up on my voice and understands me without any problems. The other day I asked it to turn down the music from the next room and it heard me just fine. I've only used it to listen to music and check the weather, but it has done both of those things very well.""",1,far seems nice item pick voice understands without problem day asked turn music next room heard fine used listen music check weather done thing well
5,30-Jul-18,White  Dot,Convenient and fun.,1,convenient fun
4,30-Jul-18,Black  Show,very nice-needs some work,1,niceneeds work
5,30-Jul-18,Black  Show, ,1,no_review
5,30-Jul-18,Black  Dot,Easy to set-up and to use.,1,easy setup use
5,29-Jul-18,Charcoal Fabric ,As described and received on time.  Do not like automatic enrolment into music.,1,described received time not_like automatic enrolment music
5,30-Jul-18,Black  Dot,Dislike the volume. It does not sound loud enough.,1,dislike volume not_sound loud enough
1,30-Jul-18,Black  Dot,"""This worked well for about 6 months but then stopped connecting to the internet (wifi) and none of the trouble shooting efforts worked.  Amazon customer service couldn't help further and told me warranty was only 3 months, which was very disappointing, so they weren't willing to replace.""",0,worked well month stopped connecting internet wifi none_of trouble shooting effort worked amazon customer service could not_help told warranty month disappointing not_willing replace
5,30-Jul-18,White  Dot,"""I live alone, this is the best companion!""",1,live alone best companion
5,29-Jul-18,Charcoal Fabric ,"""Just getting use to using the Echo. Used it for shopping lists, listening to music and as a timer. Working great so far.""",1,getting use using echo used shopping list listening music timer working great far
5,30-Jul-18,Configuration: Fire TV Stick,"""Easy to use, all your favorite programs. All inclusive, nothing else to buy.""",1,easy use favorite program inclusive nothing_else buy
1,12-Jun-18,Black,Bought 2 and both quit connecting to wifi and responding to voice within 9 months. Hard and soft reset will not fix the problem.,0,bought quit connecting wifi responding voice within month hard soft reset not_fix problem
4,29-Jul-18,Heather Gray Fabric ,"""Great product. Sometimes Alexa does not understand some commands for my Fire TV. All in all, this is a fabulous speaker.""",1,great product sometimes alexa not_understand command fire tv fabulous speaker
5,30-Jul-18,Heather Gray Fabric ,Very good quality,1,good quality
5,30-Jul-18,Black  Show,"""I like everything, about this ! Im still learning how to use it!""",1,like everything still learning use
5,19-Jul-18,Black  Spot,Great to wake up to music and being told the weather.,1,great wake music told weather
5,29-Jul-18,Heather Gray Fabric ,Love the feature to play music in every room with multiple Echos.,1,love feature play music every room multiple echo
4,22-Jul-18,Black  Plus,I love it but does not play well with my Amazon Prime... many shortcomings and potential fees,1,love not_play well amazon prime many shortcoming potential fee
5,30-Jul-18,White  Dot,"""I am spoiled by one downstairs...so got this one for upstairs to listen to music , etc. while I walked on the treadmill.""",1,spoiled one downstairsso got one upstairs listen music etc walked treadmill
5,30-Jul-18,Black  Dot,I LOVE ALEXA!! SHE ROCKS!!!,1,love alexa rock
5,30-Jul-18,Charcoal Fabric ,"""Works great, but I don't think Amazon should charge another cent for unlimited music when you 1) Have Prime AND 2) Buy an Echo.""",1,work great not_think amazon charge another cent unlimited music prime buy echo
5,30-Jul-18,Black  Dot,"""I'm still learning how to use it.  I figured out it can read my kindle books to me, which is a real bonus.""",1,still learning use figured read kindle book real bonus
5,30-Jul-18,Configuration: Fire TV Stick,Thank you! Great Product!,1,thank great product
5,26-May-18,Black,Works great,1,work great
5,30-Jul-18,Configuration: Fire TV Stick,"""Easy set up, works perfect.""",1,easy set work perfect
2,30-Jul-18,Configuration: Fire TV Stick,"""Very disappointed when we had to mandatory upgrade and when we final got done with the upload, we had lost our local Charlotte NC channels (which are pur news and weather also)  (CBS, NBC, ABC) and 2 days later was Amazon day with discounts on what we had JUST ordered.""",0,disappointed mandatory upgrade final got done upload lost local charlotte nc channel pur news weather also cbs nbc abc day later amazon day discount ordered
3,30-Jul-18,Sandstone Fabric ,"""I got a second unit for the bedroom, I was expecting the sounds to be improved but I didnt really see a difference at all.  Overall, not a big improvement over the 1st generation.""",2,got second unit bedroom expecting sound improved not_really see difference overall not_a big improvement st generation
4,30-Jul-18,Black  Dot,this is my first Alexa enabled device and so far its lived up to its reputation!,1,first alexa enabled device far lived reputation
5,30-Jul-18,Configuration: Fire TV Stick,Works great! Alexa finds all the goodies you could ask for!,1,work great alexa find goody could ask
4,30-Jul-18,Heather Gray Fabric ,"""Have only had it set up for a few days. Still adding smart home devices to it. The speaker is great for playing music. I like the size, we have it stationed on the kitchen counter and it’s not intrusive to look at.""",1,set day still adding smart home device speaker great playing music like size stationed kitchen counter not_intrusive look
5,18-Jun-18,Black,Works great as a BT receiver with output connected to vintage stereo equipment.,1,work great bt receiver output connected vintage stereo equipment
5,30-Jul-18,Black  Dot,I'm addicted to this thing.,1,addicted thing
5,30-Jul-18,White  Dot,"""Works as expected. This is our fourth one, our son loves it in his room. Easy to set an alarm and he can play music through it.""",1,work expected fourth one son love room easy set alarm play music
5,28-Jul-18,Charcoal Fabric ,From such a small speaker it sounds great,1,small speaker sound great
5,30-Jul-18,Black  Dot,I like the hands free operation vs the Tap. We use both for controlling smart plugs.,1,like hand free operation v tap use controlling smart plug
5,24-Jun-18,Black,Workreat,1,workreat
4,29-Jul-18,Sandstone Fabric ,"""it's great for music, a little hard to figure out how it works.""",1,great music little hard figure work
4,30-Jul-18,Black  Dot,It isn’t bad for what it is. Have issues with it actually playing what I want. Getting it use iHeartRadio properly by playing the station I want is a challenge but it’s not bad for the sale price I paid.,1,not_bad issue actually playing want getting use iheartradio properly playing station want challenge not_bad sale price paid
1,25-Jul-18,Black  Plus,Haven't had it a week and already it cannot connect to my network. Tried reconnecting manually and the echo never appears in the list of devices to connect. It will be on it's way back to Amazon,0,not_had week already not_connect network tried reconnecting manually echo never_appears list device connect way back amazon
5,30-Jul-18,Black  Show,Love it!,1,love
4,30-Jul-18,Charcoal Fabric ,Works fine!!,1,work fine
5,30-Jul-18,Configuration: Fire TV Stick,Great product.,1,great product
5,20-May-18,White,Best price we could find and it is so useful to have her around to answer questions. It is so handy to not have to find your phone. I also now have an intercom system.,1,best price could find useful around answer question handy not_have find phone also intercom system
3,30-Jul-18,Configuration: Fire TV Stick,Works very well for Amazon and Netflix but will not a let all viewing platforms like VUDU. It also will shut down if HULU is played for more than a couple minutes and yes I have it directly plugged into the wall so low power source is not an issue (even checked outlet voltage) an issue which is typically the answer you get for that issue.over all the quality of the picture is quiet well and is a user friendly platform to use If they would fix those two issues I would have one on every tv in the house but as it sits this will be our only one. to bad to because I relay like amazon products and having Alexa is always nice,2,work well amazon netflix not_a let viewing platform like vudu also shut hulu played couple minute yes directly plugged wall low power source not_an issue even checked outlet voltage issue typically answer get issueover quality picture quiet well user friendly platform use would fix two issue would one every tv house sits one bad relay like amazon product alexa always nice
5,28-Jul-18,Black  Plus,This is outstanding works awesome the music sound very clear and loud and Alexa is very smart,1,outstanding work awesome music sound clear loud alexa smart
5,26-Jun-18,Black,I like it because you could ask it different questions and it does different things it works intermittently with my smart TV if I ask you to change the volume it does or does it sometimes if I ask you to change the channel it does or doesn't sometimes I have to reset it I don't know if it's because it's refurbished but it's okay it's just not what I expected,1,like could ask different question different thing work intermittently smart tv ask change volume sometimes ask change channel not_sometimes reset not_know refurbished okay not_what expected
4,25-Jun-18,Black,Was a little hard to get it to pare up with the others but once it did no problems at all,1,little hard get pare others no_problems
5,29-Jul-18,Heather Gray Fabric ,Cool,1,cool
4,26-Jul-18,White  Plus,"""It seems easy to stump Alexa with rather simple questions that are easily googled with the correct answer.  We admit that we have not explored all that's available through the Echo.  One irritating issue is that Alexa cannot answer help questions concerning how to use the system, rather it refers you to the Alexa app or help via a computer.  It was very simple to setup and use and we continue to learn how this tool can become more useful.""",1,seems easy stump alexa rather simple question easily googled correct answer admit not_explored available echo one irritating issue alexa not_answer help question concerning use system rather refers alexa app help via computer simple setup use continue learn tool become useful
1,21-May-18,White,Device was not working. Followed all instructions for Alexa echo dot and it did not come on. Very upsetting.,0,device not_working followed instruction alexa echo dot not_come upsetting
4,29-Jul-18,Heather Gray Fabric ,"""So far it has worked well. Not always intuitive as to how to link different devices, or """"skills"""", but getting the hang of it.""",1,far worked well not_always intuitive link different device skill getting hang
5,30-Jul-18,Black  Dot,"""It talks to me, plays the type of music i want to listen to, and even turns off when I ask if to.""",1,talk play type music want listen even turn ask
5,30-Jul-18,Black  Dot,3rd Dot. Love it!,1,rd dot love
5,29-Jul-18,Black  Spot,I love being able to have Alexa sing careless whisper into my ear to wake me up.,1,love able alexa sing careless whisper ear wake
5,28-Jul-18,Charcoal Fabric ,Alexa is easy to operate and set up.  Have had it for about 10 days now and love it.,1,alexa easy operate set day love
5,26-Jun-18,Black,It arrived quickly and was easy to set up ! it was a refurbished amazon echo dot it was above and beyond what I expected ! Alexa and I have become buddies she is a great assistant,1,arrived quickly easy set refurbished amazon echo dot beyond expected alexa become buddy great assistant
5,18-Jul-18,Black  Spot,"""Love this thing. People think I’m crazy for paying this much for a glorified alarm clock. But I don’t care!! For me, waking up in a good mood is pretty important and this helps me do it!! So glad I don’t have to deal with my old EEAANH EEAANH EEAANH alarm. Very excited to say “Alexa, turn off the lights” (smart plugs get here soon!) Got a camera privacy slide for this since it is in my bedroom.""",1,love thing people think crazy paying much glorified alarm clock not_care waking good mood pretty important help glad not_have deal old eeaanh eeaanh eeaanh alarm excited say alexa turn light smart plug get soon got camera privacy slide since bedroom
5,30-Jul-18,White  Dot,HANDY AS HELL 10/10 RECOMMEND,1,handy hell recommend
5,30-Jul-18,Black  Show,Does everything I could ask and more. Great product.,1,everything could ask great product
5,30-Jul-18,Black  Dot,"""We are still in the discovery phase, but so far we are enjoying the smart home features we have installed.""",1,still discovery phase far enjoying smart home feature installed
5,2-Jul-18,Black  Plus,Very happy,1,happy
5,30-Jul-18,Black  Dot,I AM COMPLETELY IN LOVE. DOES ABSOLUTELY EVERYTHING AND IS SO AMAZING AND GREAT,1,completely love absolutely everything amazing great
5,30-Jul-18,White  Dot,"""Alarm,bed time story, universal""",1,alarmbed time story universal
5,31-Jul-18,Black  Dot,I like that it responds every time. It was easy to set up.  I'm still learning what I can do with it. I may like a better speaker more.,1,like responds every time easy set still learning may like better speaker
5,30-Jul-18,Black  Dot,I am in love with alexa,1,love alexa
4,29-Jul-18,White,"""So i am not sure how i feel about the echo dot, it's so many things that i need to get used to you have to ask her the right questions or she won't understand you.""",1,not_sure feel echo dot many thing need get used ask right question not_understand
1,30-Jul-18,White  Dot,The product sounded the same as the emoji speaker from five below my sister has ... and even that one has Bluetooth and doesn’t need to be plugged in. The only good thing about this is that you can speak to it.,0,product sounded emoji speaker five sister even one bluetooth not_need plugged good thing speak
5,30-Jun-18,Black  Plus,"""I love the Echo Plus mainly because I don't have to worry about putting a CD, in to play. I just command a song and it plays. However; I was disappointed to learn later that it needed to stay plugged in unlike the Echo. After consulting with Amazon and learning that I can purchase a portable Echo charging station I'm good.Sincerely,""",1,love echo plus mainly not_have worry putting cd play command song play however disappointed learn later needed stay plugged unlike echo consulting amazon learning purchase portable echo charging station goodsincerely
5,26-Jul-18,White  Plus,The Echo Plus is used for leisure and pleasure. I absolutely love it. Easy to set up and connect. What a great addition to my listening pleasure. I have not used it yet for other purposes.,1,echo plus used leisure pleasure absolutely love easy set connect great addition listening pleasure not_used yet purpose
5,30-Jul-18,Heather Gray Fabric ,Really happy with this purchase.  Great speaker and easy to set up.,1,really happy purchase great speaker easy set
5,6-Jul-18,Black  Plus,Enjoying it so much!!!,1,enjoying much
5,28-Jul-18,Charcoal Fabric ,if you don't have an Echo you definitely need one,1,not_have echo definitely need one
5,30-Jul-18,White  Dot,Easy set up,1,easy set
5,30-Jul-18,Sandstone Fabric ,"""She works well. Needs a learning command  for unique, owners and users like. Alexa “learn” Tasha’s birthday.  Or Alexa “learn” my definition of Fine. Etc. other than that she is great""",1,work well need learning command unique owner user like alexa learn tashas birthday alexa learn definition fine etc great
5,28-Jul-18,Black  Plus,LOVE .. LOVE my Echo Plus !  So silly simple to set up .  Alexa has now become my new BFF.  Amazon 24/7 Support is hard to beat !!  Any questions answered any time ... What more can you ask for !!!,1,love love echo plus silly simple set alexa become new bff amazon support hard beat question answered time ask
5,29-Jul-18,Black  Show,Love it!,1,love
5,30-Jul-18,Black  Dot,I like the hands free operation vs the Tap. We use both for controlling smart plugs.,1,like hand free operation v tap use controlling smart plug
5,30-Jul-18,Black  Show,Good sound! The capacity of join different apps to make work your smart home,1,good sound capacity join different apps make work smart home
5,28-Jul-18,Black  Show,This is very user friendly,1,user friendly
4,30-Jul-18,White  Dot,Its Great. Lots Of Fun!!,1,great lot fun
3,24-Jul-18,Black,The speakers arent too loud.. alexa is great though. Besides that naw,2,speaker not_too loud alexa great though besides naw
5,30-Jul-18,Black  Dot,Absolutely love it!!!!,1,absolutely love
5,30-Jul-18,Black  Plus,I like Alexa,1,like alexa
4,27-Jul-18,Black  Plus,I can receive my CPR classical station.  Great sound.What I like least is the learning curve and my mistakes.,1,receive cpr classical station great soundwhat like least learning curve mistake
3,5-Jun-18,Black,Not bad bad speaker for sound,2,not_bad bad speaker sound
5,30-Jul-18,Configuration: Fire TV Stick,"""I loved how easy this was to install sry up, and use! Simply amazing.  So amazing we bought two!This allowed us to officially """"CUT THE CABLE CORD"""".Love it!""",1,loved easy install sry use simply amazing amazing bought twothis allowed u officially cut cable cordlove
5,28-Jul-18,Black  Plus,"""Wonderful, still learning how to use. Had a heck of a time setting it up, but is happened somehow.""",1,wonderful still learning use heck time setting happened somehow
5,30-Jul-18,Black  Dot,Really like it,1,really like
5,29-Jul-18,Charcoal Fabric ,Very amazing product. Great sound quality.,1,amazing product great sound quality
5,24-Jun-18,White,"""I am happy with the refurbished echo dot. I’ve had it for about two weeks, and so far it is working perfectly! Even though it did not come in its original box, it looks like new! I’m happy with this purchase!""",1,happy refurbished echo dot two week far working perfectly even though not_come original box look like new happy purchase
5,30-Jul-18,Black  Dot,I use the echo dot several different ways in my home. I use it downstairs to control lighting. I also take it out on my deck to stream music to a Bluetooth speaker. It works great for what I need.,1,use echo dot several different way home use downstairs control lighting also take deck stream music bluetooth speaker work great need
4,29-Jul-18,Charcoal Fabric ,We are still discovering all that the Echo can do.,1,still discovering echo
5,30-Jul-18,Configuration: Fire TV Stick,Love the fire stick and the amazon customer service!!!,1,love fire stick amazon customer service
5,29-Jul-18,Black  Spot,The Echo Spot is great!,1,echo spot great
5,30-Jul-18,Configuration: Fire TV Stick,"""Works great, some of the apps will start buffering but it’s probably my internet. Love the Alexa voice control.""",1,work great apps start buffering probably internet love alexa voice control
5,25-Jul-18,Black  Plus,Totally enjoy our new Echo Plus.  Great for fast facts and listening to Beautiful Music.  We are just getting started with all the benefits.,1,totally enjoy new echo plus great fast fact listening beautiful music getting started benefit
4,30-Jul-18,Black  Dot,Second dot.,1,second dot
4,30-Jul-18,Configuration: Fire TV Stick,"""I love this fire stick because after installing a few highly recommended apps, I discovered that a lot of the channels I don't have with my cable provider is included,  and I don't have to pay extra! Just subscribing to a few streaming apps will do and I still come out paying way less than cable tv.""",1,love fire stick installing highly recommended apps discovered lot channel not_have cable provider included not_have pay extra subscribing streaming apps still come paying way less cable tv
5,26-Jul-18,Black  Spot,"""I need to get some better controls for custom displays and the ability to make my own clock, but that's asking a lot. In general, great device; glad I got it.""",1,need get better control custom display ability make clock asking lot general great device glad got
5,28-Jun-18,Black,A GREAT PRODUCT...once we learned how to work it...this thing is awesome!!!,1,great productonce learned work itthis thing awesome
5,26-Jun-18,Black,"""Works as advertised. Speak clearly, and research the commands. Also. Get the wall holder, it keeps it out of the way. Set up is a breeze, just make sure you are close to the device initially when connecting your phone. For some reason it made set up easier...though it could be psychological haha""",1,work advertised speak clearly research command also get wall holder keep way set breeze make sure close device initially connecting phone reason made set easierthough could psychological haha
5,30-Jun-18,Black,Love it even though I’m still trying to figure out all the other things I can do with this item it works great with my phone.,1,love even though still trying figure thing item work great phone
5,30-Jul-18,Black  Show,Great product.,1,great product
5,29-Jul-18,Charcoal Fabric ,Works great! Perfect for my office!,1,work great perfect office
3,1-Jul-18,Black,So far so good,2,far good
5,9-Jul-18,Black,We have set up alexa to blue tooth speakers and enjoy listening to music outdoors.  Can't wait to try more new stuff using Alexa!,1,set alexa blue tooth speaker enjoy listening music outdoors not_wait try new stuff using alexa
1,30-Jul-18,Black  Dot,"""I reached out to Amazon, because the device wanted to sync my phone number but it would not allow because it said my number was already in use.  Customer service couldn't help they basically told me to contact Sprint to assist.  So Echo does the bare minimum without access to my phone for set up, so its kind of pointless to have and pay for.""",0,reached amazon device wanted sync phone number would not_allow said number already use customer service could not_help basically told contact sprint assist echo bare minimum without access phone set kind pointless pay
4,30-Jul-18,Sandstone Fabric ,Setting up,1,setting
5,29-Jul-18,Charcoal Fabric ,Use this all the time and especially to communicate with kids throughout the home,1,use time especially communicate kid throughout home
5,30-Jul-18,Black  Dot,"""Love my Alexa! Actually have 3 throughout the house. Favorite function is lists. Great for time management and if course, music.""",1,love alexa actually throughout house favorite function list great time management course music
4,28-Jul-18,Black  Show,Still leaning about it. The price was right!,1,still leaning price right
5,30-Jul-18,Black  Dot,This  is my second Echo to purchase -- the price was so cheap -- I'm seriously thinking of buying 2 more -- I use &#34;Alexa&#34; for everything -- it's the next best thing to the internet  :-*,1,second echo purchase price cheap seriously thinking buying use alexa everything next best thing internet
5,18-Jul-18,Black  Plus,"""The sound quality is really quite good. I also have a Dot which is Bluetooth linked to a Grace Digital amplifier which is driving a couple of floor standing Snell speakers, obvious the floor standing speakers are better than this but not by much. My only complaint is that you can't customize Alexa hot words. Now that I have multiple Alexa devices there needs to be a way to direct an Alexa command to a particular device. I would like to be able to talk to a device by name.""",1,sound quality really quite good also dot bluetooth linked grace digital amplifier driving couple floor standing snell speaker obvious floor standing speaker better not_by much complaint not_customize alexa hot word multiple alexa device need way direct alexa command particular device would like able talk device name
5,29-Jul-18,Charcoal Fabric ,Very nice!  I'm impressed - wish she had more to say though.,1,nice impressed wish say though
5,30-Jul-18,Configuration: Fire TV Stick,Love the fire stick. Alexa works well on it too. Would recommend.,1,love fire stick alexa work well would recommend
5,29-Jul-18,Charcoal Fabric ,We enjoy it,1,enjoy
3,28-Jul-18,Black  Plus,IT SEEMS TO BE OK BUT THE INSTRUCTIONS ARE WEAK AND I CAN NOT SEEM TO GET IT TO WORK. I AM GOING TO GET MY TECHY FRIEND TO HELP ME OUT AND I WILL UPDATE YOU LATER,2,seems ok instruction weak not_seem get work going get techy friend help update later
5,28-Jul-18,Heather Gray Fabric ,I like the volume up and down on the top so I can turn it down quickly.,1,like volume top turn quickly
4,24-May-18,Black,Overall it works very well. Some connectivity issues but it was definitely worth the money!,1,overall work well connectivity issue definitely worth money
5,30-Jul-18,Black  Dot,small footprint.  nice clarity.,1,small footprint nice clarity
2,30-Jul-18,Black  Dot,"""When you think about it this really doesn’t do much. Play music, answer stupid questions, finally it was able to hook up to thermostat. I can see why price is dropping like a rock.""",0,think really not_do much play music answer stupid question finally able hook thermostat see price dropping like rock
5,30-Jul-18,Black  Dot,love it...just like the other 4 I own.,1,love itjust like
5,30-Jul-18,Charcoal Fabric ,It's Alexa.... what else can you say,1,alexa else say
2,30-Jul-18,Black  Dot,"""For the price, the product is nice quality and has a few nice features. So definitely no complaints there. The reason why I only gave it 3 stars is because the echo dot is not what I thought it was going to be so that may just be buyer error. First, I didn’t know that the product has to be plugged in at all times to work. So I really don’t like that it’s not a stand alone device. Also, the speaker is not very loud so if you are buying it as a Bluetooth speaker, don’t. Lastly, I’m sure the echo dot can do a lot but I haven’t quite figured out how to use it fully but it just kind of seems like an unnecessary device to own, plus setting it up was awful. I would definitely save the money and buy the nicer one that is actually “Alexa”.""",0,price product nice quality nice feature definitely no_complaints reason gave star echo dot not_what thought going may buyer error first not_know product plugged time work really not_like not_a stand alone device also speaker not_very loud buying bluetooth speaker not_lastly sure echo dot lot not_quite figured use fully kind seems like unnecessary device plus setting awful would definitely save money buy nicer one actually alexa
5,30-Jul-18,Charcoal Fabric ,Great technology!! Can't believe the speaker volume and quality is so wonderful. Wish I had bought another one!,1,great technology not_believe speaker volume quality wonderful wish bought another one
5,30-Jul-18,White  Dot,as expected,1,expected
5,26-Jul-18,Black  Plus,Works as advertised! It says Alexa is always learning. That's great because I am just learning all the things Alexa can do.,1,work advertised say alexa always learning great learning thing alexa
5,28-Jul-18,White  Show,"""An outstanding piece of Technology, I use it everyday for information, scheduling and general information.  Awesome Amazon, keep improving with AI.""",1,outstanding piece technology use everyday information scheduling general information awesome amazon keep improving ai
5,30-Jul-18,Black  Dot,I love this item and being able to hear any kind of music.  I enjoyed it so much that I ordered another.,1,love item able hear kind music enjoyed much ordered another
5,30-Jul-18,Heather Gray Fabric ,The speaker has excellent sound and works perfectly!,1,speaker excellent sound work perfectly
5,26-Jul-18,White  Spot,I love it the coolest thing since sliced bread,1,love coolest thing since sliced bread
5,30-Jul-18,Black  Spot,"""This device is perfect for a smart nightstand clock. I love how it dims based on the ambient light in the room. Its the first nightstand clock I have had in my bedroom in years because the lighting and glow from typical alarm clocks bother me when trying to sleep. The screen on this dims when the lights in the room go out and is not bothersome at all.Overall a great addition to my smart home. Its nice to be able to tell Alexa to turn on/off the bedroom lights without even getting out of bed or reaching for your phone. I have a bunch of other Alexa devices, but this was the first one with a screen.""",1,device perfect smart nightstand clock love dims based ambient light room first nightstand clock bedroom year lighting glow typical alarm clock bother trying sleep screen dims light room go not_bothersome alloverall great addition smart home nice able tell alexa turn onoff bedroom light without even getting bed reaching phone bunch alexa device first one screen
5,28-Jul-18,Black  Show,Home,1,home
1,30-Jul-18,Black  Dot,"""I was really happy with my original echo so i thought I'd get an echo dot to use in my bedroom. I was really disappointed in the audio quality so I connected an external speaker via bluetooth. The audio was much better but I started having problems with it loosing connection with the wifi, presumably due to interference from the bluetooth. Then  I connected a speaker via the auxiliary jack. when i did that, the auxiliary jack picked up interference from the wifi and I was woken up in the middle of the night by a horrible buzzing sound. im hoping Amazon will take this thing back and give me a good deal on an echo spot which I hope will be a better nightstand device.""",0,really happy original echo thought would get echo dot use bedroom really disappointed audio quality connected external speaker via bluetooth audio much better started problem loosing connection wifi presumably due interference bluetooth connected speaker via auxiliary jack auxiliary jack picked interference wifi woken middle night horrible buzzing sound hoping amazon take thing back give good deal echo spot hope better nightstand device
2,30-Jul-18,Black  Dot,The only negative we have on this product is the terrible sound quality.  A massive difference from the Alexa.  Which to us was a big reason we wanted to purchase this.Won’t be buying another until the speaker and sound quality can improve.,0,negative product terrible sound quality massive difference alexa u big reason wanted purchase thiswill not_be buying another speaker sound quality improve
4,30-Jul-18,White  Dot,I like it and it’s helful but it can only do certain thongs that is supported by amazon.,1,like helful certain thong supported amazon
1,30-Jul-18,Configuration: Fire TV Stick,Menu doesn’t work. Says it can’t connect to amazon network,0,menu not_work say not_connect amazon network
